locus NW_006803924.1:5663849
14 0
38 0
16 0
34 0
28 0
11 0
14 0
21 0
30 1
locus NW_006804233.1:15436
66 0
71 1
60 0
35 2
36 2
87 3
22 0
68 1
19 0
4 0
30 0
55 1
29 2
locus NW_006804233.1:15772
13 0
10 0
6 0
13 1
11 0
22 0
12 0
22 0
10 0
4 0
10 0
7 0
7 0
locus NW_006804233.1:16153
49 0
65 0
95 0
29 0
39 0
104 0
52 0
94 1
43 0
23 1
31 0
65 0
102 1
locus NW_006804233.1:30696
29 18
14 20
77 30
19 13
30 14
71 18
15 9
41 19
20 9
10 3
3 4
10 10
25 7
locus NW_006804233.1:190840
14 0
11 0
10 0
4 0
9 0
18 0
5 1
12 0
14 0
5 0
3 1
10 0
11 0
locus NW_006804235.1:1500847
12 0
8 0
15 0
12 0
15 0
19 0
6 0
17 0
16 0
4 0
4 0
8 0
6 0
locus NW_006804235.1:1966957
14 0
15 0
22 0
6 0
16 0
25 0
9 1
19 0
14 0
4 0
4 0
10 0
17 2
locus NW_006804237.1:792128
8 0
14 0
7 0
6 0
11 0
16 0
7 0
17 0
8 0
4 0
4 0
12 0
15 0
locus NW_006804238.1:1782003
5 0
8 0
14 0
8 0
6 0
14 0
6 0
11 0
12 0
7 0
4 0
7 0
7 0
locus NW_006804239.1:863815
4 0
16 0
15 0
4 0
4 0
14 0
8 0
17 0
9 0
7 0
6 0
17 0
8 0
locus NW_006804240.1:407807
10 0
20 1
24 0
9 0
13 0
25 0
11 0
5 0
13 0
6 0
4 0
7 0
13 0
locus NW_006804241.1:721314
11 0
8 0
11 0
14 0
9 0
32 0
4 0
11 0
6 0
6 0
8 0
9 0
11 0
locus NW_006804241.1:1804686
6 0
11 0
21 0
6 0
8 0
27 0
8 0
11 0
8 0
6 0
5 0
22 0
7 0
locus NW_006804241.1:2495490
17 0
19 0
15 0
6 0
15 0
18 0
13 0
11 0
5 0
4 0
4 0
8 0
7 0
locus NW_006804244.1:88803
13 0
24 0
15 0
7 0
6 0
35 0
9 0
8 0
8 0
6 0
6 0
8 0
8 0
locus NW_006804244.1:271823
13 0
23 0
20 0
10 0
7 0
26 0
7 0
20 0
5 0
4 0
7 0
15 0
6 0
locus NW_006804245.1:1359559
17 0
17 0
16 0
8 0
5 0
33 0
8 0
8 0
11 0
6 0
6 0
9 1
11 0
locus NW_006804248.1:1785518
17 0
15 0
15 0
6 0
15 0
18 0
7 0
16 1
12 0
7 1
4 0
10 0
5 0
locus NW_006804249.1:2049454
8 0
7 0
15 0
14 0
6 0
14 0
7 7
11 0
15 0
6 0
4 0
14 0
12 0
locus NW_006804250.1:1123581
6 0
11 0
14 0
6 0
5 0
11 0
9 0
20 0
10 0
6 0
4 0
11 0
9 0
locus NW_006804251.1:917882
11 0
8 0
14 1
4 0
5 0
17 0
5 0
8 0
6 0
5 0
4 0
7 0
15 0
locus NW_006804251.1:2312858
8 0
13 0
15 0
7 0
9 0
30 0
6 0
8 0
17 0
5 0
5 0
10 0
7 0
locus NW_006804253.1:2269222
11 6
14 13
16 5
8 2
9 5
19 5
5 1
13 5
6 2
3 1
9 3
11 4
4 2
locus NW_006804254.1:1877138
12 0
20 0
15 0
5 0
11 0
15 0
4 0
13 0
14 0
5 0
6 0
5 0
8 0
locus NW_006804255.1:1714550
9 0
19 0
15 0
4 0
8 0
14 0
10 0
19 0
13 0
6 0
9 0
5 0
7 0
locus NW_006804257.1:377831
8 0
14 0
18 0
5 0
6 0
18 0
10 0
8 0
8 0
6 0
4 0
12 0
7 0
locus NW_006804259.1:1723745
15 0
14 1
20 0
5 0
6 0
20 0
9 0
14 0
16 0
5 0
4 0
10 0
8 0
locus NW_006804262.1:312986
11 0
16 0
25 0
13 0
9 0
24 0
12 0
11 0
13 0
4 0
6 1
4 0
15 0
locus NW_006804263.1:1203043
3 8
6 7
16 9
5 3
7 10
14 9
5 4
15 3
9 8
1 9
4 1
7 5
10 13
locus NW_006804265.1:2748856
0 9
19 0
0 8
0 5
0 13
0 23
0 6
0 10
17 0
0 8
0 6
11 0
0 12
locus NW_006804268.1:769598
8 0
22 0
15 0
7 0
10 0
18 0
4 0
14 0
11 0
9 0
7 0
11 0
10 0
locus NW_006804268.1:1023684
8 0
9 0
26 0
8 0
6 0
11 0
8 0
17 0
17 0
4 0
5 0
17 0
15 0
locus NW_006804271.1:1295961
14 0
21 0
23 0
7 0
9 0
16 0
14 0
19 0
4 0
8 0
7 0
13 0
13 0
locus NW_006804275.1:994840
18 0
15 0
14 0
5 0
6 0
25 0
4 0
11 0
7 0
4 0
6 0
5 0
7 0
locus NW_006804279.1:1579768
19 5
18 9
18 21
9 6
5 10
22 23
10 6
14 7
6 12
4 7
3 3
17 10
7 11
locus NW_006804281.1:414859
5 0
16 0
16 0
4 0
5 0
26 0
11 0
16 0
10 0
8 0
5 0
9 0
9 0
locus NW_006804283.1:464667
4 0
22 0
26 0
5 0
10 0
25 0
12 0
12 0
16 0
8 0
4 0
9 0
8 0
locus NW_006804286.1:2298792
23 0
0 12
10 0
10 0
10 0
19 0
7 0
17 0
0 6
5 0
10 0
6 1
8 0
locus NW_006804287.1:1540834
12 0
17 0
22 0
5 0
6 0
19 0
17 0
13 0
13 0
7 0
7 0
5 0
7 0
locus NW_006804290.1:729042
12 0
15 0
21 0
6 0
17 0
27 0
5 0
17 0
20 0
1 3
5 0
19 0
0 6
locus NW_006804290.1:940133
8 0
16 0
18 0
7 0
5 0
18 0
8 0
14 0
5 6
4 0
4 0
7 0
13 0
locus NW_006804294.1:720469
0 4
15 0
0 13
0 9
0 12
0 23
0 7
0 12
16 0
0 6
0 6
13 0
0 25
locus NW_006804296.1:422511
27 3
52 3
59 9
19 0
33 1
69 2
11 3
21 2
32 2
4 0
8 0
25 2
24 1
locus NW_006804297.1:839323
5 0
20 0
19 0
8 0
9 0
14 0
5 0
9 0
0 14
11 0
4 0
7 0
9 0
locus NW_006804302.1:1289272
21 0
18 0
22 0
7 0
10 0
19 0
10 0
10 0
0 15
4 0
10 0
4 0
8 0
locus NW_006804303.1:186415
4 0
11 0
18 0
5 0
6 0
15 0
10 0
7 0
11 0
6 0
7 0
7 0
10 0
locus NW_006804303.1:452978
12 0
9 0
13 0
10 0
7 0
18 0
12 0
17 1
15 0
8 0
7 0
10 0
6 0
locus NW_006804303.1:551013
6 0
10 0
11 0
6 0
5 0
26 0
9 0
13 0
10 0
3 1
10 0
17 1
11 1
locus NW_006804305.1:1165115
8 1
20 0
21 0
4 0
16 0
22 0
10 0
15 0
11 0
6 0
6 0
7 0
10 0
locus NW_006804305.1:1927768
8 0
10 0
20 0
5 0
9 0
22 0
11 0
10 0
17 0
4 0
5 0
8 0
8 0
locus NW_006804307.1:2100526
10 0
22 0
24 0
4 0
9 0
27 0
13 0
15 0
0 13
4 0
5 0
15 0
17 0
locus NW_006804307.1:2247766
10 0
13 0
20 0
4 0
10 0
21 0
8 0
15 0
7 0
8 0
4 0
9 0
12 0
locus NW_006804309.1:1476705
13 0
12 0
18 0
8 0
8 0
17 0
8 0
10 0
22 0
4 0
6 0
9 0
18 0
locus NW_006804310.1:1934820
6 0
22 0
15 0
4 0
9 0
35 0
8 0
13 0
8 0
5 0
5 0
8 0
12 0
locus NW_006804314.1:561276
6 0
11 0
20 0
11 0
12 0
10 0
8 0
11 0
10 0
4 0
5 0
13 0
10 0
locus NW_006804316.1:2267158
9 0
14 1
9 5
3 1
0 7
1 19
0 8
0 10
16 0
0 5
0 5
16 0
0 9
locus NW_006804321.1:1315707
5 0
27 0
21 0
11 0
13 0
16 0
11 0
16 0
4 0
4 0
4 0
8 0
12 0
locus NW_006804326.1:974752
8 0
21 0
19 0
4 0
8 0
21 0
7 0
12 0
10 0
1 4
5 0
13 0
9 0
locus NW_006804327.1:1565350
2 14
5 17
3 20
1 7
1 7
1 22
4 9
1 20
2 9
0 4
0 5
0 9
7 7
locus NW_006804328.1:1807831
4 0
8 0
13 0
6 0
10 0
28 0
10 0
4 0
8 0
4 0
5 0
8 0
6 0
locus NW_006804328.1:2167267
0 13
20 0
0 15
0 5
0 6
1 17
0 13
0 12
12 0
0 5
0 4
9 0
0 12
locus NW_006804329.1:710500
10 0
16 1
11 0
7 0
7 0
17 0
10 0
9 0
16 0
5 1
5 0
9 0
9 0
locus NW_006804331.1:123056
7 0
15 1
15 0
4 0
7 0
17 0
4 0
22 0
12 0
5 0
4 0
5 0
14 0
locus NW_006804331.1:1040843
11 0
9 0
9 0
5 0
9 0
13 0
8 0
11 0
13 0
5 0
5 0
4 0
10 0
locus NW_006804332.1:5111
7 1
10 5
27 0
5 8
12 0
21 11
11 2
22 2
3 1
0 4
4 0
7 8
4 3
locus NW_006804335.1:55345
13 0
23 0
20 0
14 0
16 0
22 0
8 0
24 0
22 0
4 0
6 0
18 0
13 1
locus NW_006804335.1:1553452
17 0
9 0
9 0
9 0
15 0
18 0
10 1
10 0
6 0
4 0
4 0
9 1
11 0
locus NW_006804338.1:1224143
6 0
10 0
7 0
7 0
11 0
11 0
5 0
9 0
10 0
4 0
6 0
4 0
6 0
locus NW_006804339.1:684999
9 0
14 0
13 0
7 0
5 0
24 0
12 0
15 0
15 0
6 0
5 0
16 0
10 1
locus NW_006804339.1:1266839
11 7
16 7
15 7
7 5
13 6
8 17
7 2
10 14
14 15
1 4
0 6
3 3
4 13
locus NW_006804341.1:692672
20 0
13 0
19 0
9 0
11 0
12 0
4 0
11 0
10 0
4 0
6 1
8 0
5 0
locus NW_006804343.1:1842013
6 0
18 0
13 0
7 0
17 0
31 0
7 1
15 0
11 0
4 0
5 0
15 0
12 0
locus NW_006804351.1:1619640
19 9
5 25
21 17
15 3
7 7
15 11
5 1
9 10
10 13
6 1
9 4
10 8
21 9
locus NW_006804351.1:1635448
41 0
66 0
77 0
39 0
33 0
117 0
23 0
22 0
42 0
10 0
10 0
30 0
41 0
locus NW_006804351.1:1635725
17 0
31 4
32 2
16 3
18 0
53 3
9 1
8 0
16 4
4 0
2 2
12 1
18 0
locus NW_006804351.1:1638543
33 0
27 0
38 0
14 0
29 0
51 0
14 0
18 0
16 0
9 0
6 0
4 0
15 0
locus NW_006804351.1:1650648
13 18
19 47
21 23
3 4
14 17
17 38
5 11
9 10
13 33
2 15
1 3
15 23
8 25
locus NW_006804351.1:1661452
4 57
12 54
8 65
1 17
6 52
12 82
2 9
6 32
6 36
0 11
0 16
6 19
4 45
locus NW_006804353.1:1827232
0 6
12 0
0 17
0 5
0 6
0 25
0 9
0 11
0 12
0 4
0 4
11 0
0 10
locus NW_006804356.1:447
20 7
25 19
7 21
8 13
14 3
30 14
17 12
13 13
20 6
8 1
3 2
14 9
8 6
locus NW_006804357.1:1705491
17 0
19 0
9 0
7 0
8 0
27 0
10 0
9 1
11 0
5 0
5 0
13 0
10 0
locus NW_006804357.1:1972075
34 0
14 0
26 0
14 0
22 0
33 0
4 0
36 0
13 0
8 0
8 0
16 0
23 0
locus NW_006804357.1:2026423
9 16
22 0
18 17
6 4
4 7
13 22
7 9
4 16
0 14
6 0
4 0
0 18
6 0
locus NW_006804359.1:47255
7 5
17 2
13 7
3 2
8 1
13 9
4 2
8 2
7 2
6 0
3 3
11 2
4 0
locus NW_006804359.1:1852469
6 0
17 0
16 0
8 0
6 0
16 0
4 0
16 0
16 0
6 0
4 0
15 0
16 0
locus NW_006804368.1:52914
9 5
10 0
21 0
8 0
8 0
25 0
8 0
9 0
12 0
5 0
5 0
8 0
20 0
locus NW_006804368.1:1651424
25 28
23 44
38 35
15 19
12 33
42 75
24 26
33 63
21 48
7 14
4 15
13 35
25 58
locus NW_006804369.1:877710
4 0
18 0
14 0
3 1
12 0
16 0
7 0
12 0
6 0
5 0
6 0
7 0
5 0
locus NW_006804369.1:1120505
6 0
15 0
5 0
5 0
6 0
13 0
11 0
22 0
15 0
4 0
6 0
10 0
10 0
locus NW_006804370.1:1781097
0 11
19 0
9 7
4 2
0 7
27 0
2 3
7 0
0 11
0 7
8 0
13 0
0 14
locus NW_006804375.1:1836934
5 0
9 0
29 0
7 0
4 0
16 0
9 0
8 0
12 0
4 0
6 0
11 0
21 0
locus NW_006804379.1:1518931
18 0
30 0
25 0
11 1
9 0
36 0
13 0
19 1
6 7
5 0
7 0
9 0
16 0
locus NW_006804381.1:1611597
11 0
15 1
14 0
5 0
4 0
24 0
10 0
6 0
22 0
4 0
9 0
16 0
8 0
locus NW_006804381.1:1716433
19 0
20 0
28 0
7 0
15 0
19 0
11 0
14 0
9 0
4 0
6 0
9 0
8 0
locus NW_006804382.1:266034
12 0
17 0
25 0
6 0
13 0
32 0
12 0
13 0
13 1
4 0
5 0
5 0
8 0
locus NW_006804387.1:760287
6 0
11 0
7 0
5 0
12 0
15 0
10 0
9 0
0 10
4 0
4 0
11 0
11 0
locus NW_006804388.1:1189930
14 0
15 0
10 0
6 0
10 0
18 0
5 0
14 0
11 0
9 0
4 0
11 0
10 1
locus NW_006804389.1:1180642
5 0
26 0
14 0
14 0
10 0
23 0
5 0
16 0
9 0
4 0
7 0
13 0
12 0
locus NW_006804391.1:217956
11 0
11 0
21 0
9 0
4 0
21 0
6 0
15 0
6 0
15 0
6 0
6 0
11 0
locus NW_006804394.1:528195
11 0
12 0
17 0
6 0
4 0
30 0
13 0
9 0
12 0
5 0
5 0
15 0
15 0
locus NW_006804413.1:1833187
7 0
14 0
21 0
5 0
5 0
30 0
10 0
10 0
4 0
5 0
8 0
18 0
10 0
locus NW_006804420.1:1513060
7 0
17 0
23 0
7 0
10 0
16 0
4 0
15 0
9 0
5 0
5 0
14 0
11 0
locus NW_006804421.1:1353789
19 0
25 0
29 0
16 0
24 0
40 0
11 0
29 0
21 0
4 1
7 0
21 0
22 0
locus NW_006804429.1:1334504
12 0
29 0
20 0
10 0
13 0
16 0
10 0
18 0
13 0
5 0
6 0
7 0
10 0
locus NW_006804430.1:487136
8 0
20 0
25 0
5 0
6 0
20 0
11 0
11 0
10 0
5 0
6 0
16 0
8 0
locus NW_006804433.1:48374
18 0
23 1
31 0
15 0
15 0
44 0
12 0
14 0
27 0
4 0
11 0
16 0
9 0
locus NW_006804434.1:1692333
3 18
12 9
18 17
5 10
13 20
29 36
6 8
21 19
11 7
1 5
4 4
9 9
9 7
locus NW_006804434.1:1707331
31 13
58 19
60 30
26 19
51 10
127 58
35 14
104 25
93 50
30 4
15 3
68 35
36 11
locus NW_006804434.1:1707655
36 9
94 31
52 20
29 10
34 19
79 46
32 11
79 24
69 23
24 6
12 6
74 19
47 18
locus NW_006804435.1:1392778
11 0
14 0
13 0
4 0
18 0
17 0
9 0
15 0
14 0
7 0
7 0
8 0
14 0
locus NW_006804435.1:1623632
26 17
67 23
41 33
8 16
12 14
66 43
21 28
25 40
38 90
2 7
9 7
36 4
18 30
locus NW_006804437.1:1048373
13 0
19 0
30 0
6 0
13 0
25 0
13 0
10 0
7 0
4 2
8 0
14 0
11 0
locus NW_006804441.1:542158
18 0
25 0
15 0
4 0
8 0
31 0
15 0
17 0
11 0
4 1
4 0
10 0
6 0
locus NW_006804446.1:664345
0 6
15 1
0 18
0 4
0 5
0 31
1 6
0 12
13 0
4 0
0 4
13 0
12 0
locus NW_006804451.1:1104081
15 4
36 0
14 10
9 2
11 2
29 10
10 3
16 0
23 0
3 2
4 3
4 5
8 6
locus NW_006804455.1:378663
7 0
15 0
13 0
7 0
6 0
16 0
12 0
15 0
9 0
3 1
4 0
9 0
6 0
locus NW_006804455.1:1088691
6 0
7 0
14 0
6 0
17 0
19 0
5 0
14 0
9 0
5 0
4 0
4 0
4 0
locus NW_006804456.1:1284841
20 15
12 4
5 13
4 0
13 11
0 26
12 9
0 19
0 11
0 4
7 0
0 8
0 13
locus NW_006804456.1:1332320
7 0
15 3
11 0
9 0
2 5
0 15
7 0
15 0
0 7
8 0
8 0
0 18
10 0
locus NW_006804464.1:1229740
12 0
15 0
10 0
4 0
11 0
26 0
8 0
11 0
0 9
4 0
10 0
8 0
12 0
locus NW_006804470.1:38870
13 0
9 0
14 0
5 0
6 0
19 0
10 0
15 0
4 0
5 0
8 0
17 0
6 0
locus NW_006804474.1:2284
28 40
52 90
12 60
8 16
1 46
6 43
1 29
3 41
5 8
1 11
1 4
1 15
2 19
locus NW_006804474.1:1180091
7 0
9 0
17 0
10 0
7 0
23 0
6 0
15 0
11 0
3 1
4 0
11 0
12 0
locus NW_006804475.1:961087
11 0
20 0
12 0
7 0
7 0
28 0
7 0
11 0
11 0
6 0
7 0
8 0
12 0
locus NW_006804481.1:1397933
11 0
10 0
12 0
6 0
8 0
28 0
8 0
10 0
14 0
5 0
5 0
13 0
9 0
locus NW_006804484.1:638207
5 0
25 0
20 0
10 0
9 0
16 0
9 0
16 0
0 18
4 0
7 0
5 0
12 0
locus NW_006804500.1:1339341
5 0
25 0
12 0
5 0
6 0
16 0
8 0
9 0
9 0
4 0
5 0
10 0
6 0
locus NW_006804501.1:590683
12 0
14 0
22 0
5 0
7 0
9 0
11 0
13 0
13 0
10 0
6 0
5 0
6 0
locus NW_006804503.1:1445141
12 0
18 0
10 0
5 0
13 0
13 0
7 0
10 0
16 0
6 0
5 0
4 0
11 0
locus NW_006804510.1:182385
0 7
16 0
7 3
0 16
0 6
10 9
0 12
0 12
0 4
0 6
0 4
5 0
0 14
locus NW_006804519.1:1128549
10 0
15 0
13 0
6 0
10 0
24 0
6 0
14 0
21 0
5 0
4 0
14 0
11 0
locus NW_006804520.1:841312
9 0
9 1
24 0
6 0
6 0
9 0
4 0
7 0
8 0
4 0
2 2
14 0
11 0
locus NW_006804520.1:1503472
8 0
16 0
14 0
8 0
8 0
18 0
14 0
12 0
20 0
5 0
6 0
6 0
12 0
locus NW_006804521.1:2140
6 0
22 2
9 2
4 1
6 6
13 17
8 0
5 12
14 2
1 3
4 1
3 6
6 11
locus NW_006804521.1:210623
8 17
15 23
15 34
6 13
9 19
29 38
4 17
18 21
6 35
2 4
3 10
10 32
4 44
locus NW_006804521.1:860603
15 0
16 0
16 0
7 0
9 0
28 0
8 0
11 0
11 1
6 0
5 0
4 0
5 0
locus NW_006804522.1:131928
9 0
13 0
23 0
6 0
11 0
24 0
11 0
21 0
17 0
4 0
8 0
14 0
10 0
locus NW_006804526.1:1112579
16 0
25 0
21 0
7 0
10 0
27 0
11 0
10 0
12 0
6 0
3 1
5 0
13 0
locus NW_006804535.1:797633
12 0
20 0
11 1
10 0
11 0
16 0
7 0
15 0
7 0
4 2
5 1
16 0
6 0
locus NW_006804538.1:467390
9 0
16 0
15 0
8 0
13 1
20 0
19 0
11 0
13 0
5 0
6 0
10 0
7 0
locus NW_006804541.1:590813
7 1
22 0
12 0
13 0
16 0
19 0
6 0
15 0
11 0
8 0
5 0
7 0
13 0
locus NW_006804548.1:112351
10 13
26 0
18 25
12 4
17 5
24 29
8 3
24 4
38 0
14 0
5 0
13 0
15 0
locus NW_006804548.1:1017417
3 2
12 0
0 7
3 5
0 7
9 6
0 4
6 3
23 0
0 4
8 0
15 0
0 13
locus NW_006804551.1:714184
8 0
23 0
24 0
8 0
10 0
11 0
6 0
14 0
8 2
7 0
4 0
11 0
4 1
locus NW_006804551.1:1238113
10 0
8 0
19 0
9 0
3 4
17 0
6 2
6 0
9 0
4 0
4 0
10 0
10 0
locus NW_006804553.1:444181
5 3
4 0
21 0
5 0
9 0
20 0
2 6
5 4
15 0
7 0
4 0
5 0
7 0
locus NW_006804555.1:213861
11 0
10 0
14 0
6 0
10 0
24 0
4 0
18 0
11 0
6 0
4 0
15 0
14 0
locus NW_006804556.1:401441
16 0
16 0
12 0
8 0
8 0
26 0
12 0
20 0
11 0
4 0
5 0
15 0
10 0
locus NW_006804557.1:640085
9 0
20 0
15 0
10 0
6 0
12 0
5 0
13 0
20 0
4 0
4 0
10 0
9 0
locus NW_006804559.1:1302719
18 0
10 0
51 0
6 0
32 0
59 0
49 0
11 0
19 0
12 0
19 0
35 0
42 0
locus NW_006804560.1:12665
5 0
16 0
16 0
8 0
9 0
23 0
4 0
11 0
10 0
4 0
5 0
21 0
16 0
locus NW_006804561.1:1123484
44 3
39 0
44 17
27 14
19 3
45 7
35 2
34 6
45 0
4 0
12 5
16 0
17 7
locus NW_006804561.1:1236630
8 0
18 0
30 0
6 0
19 0
11 0
6 0
17 0
19 0
11 0
5 0
11 0
13 0
locus NW_006804572.1:872862
10 0
15 0
20 0
5 0
7 0
15 0
5 0
17 0
16 0
8 0
5 0
11 0
5 0
locus NW_006804574.1:574480
19 0
8 0
13 0
9 0
7 0
19 0
8 0
10 0
17 0
4 0
0 4
4 0
11 0
locus NW_006804576.1:100422
17 0
24 0
8 0
4 0
8 0
26 0
6 0
15 0
11 0
8 0
5 0
8 0
6 0
locus NW_006804581.1:1163293
7 0
24 0
18 0
6 0
9 0
24 0
13 0
9 0
12 0
4 0
4 0
14 0
12 0
locus NW_006804581.1:1198552
12 0
18 0
24 0
4 0
13 0
30 0
9 0
17 0
14 0
6 0
3 4
12 0
17 0
locus NW_006804584.1:500447
10 0
19 1
11 0
7 0
11 0
20 0
13 0
14 0
19 0
7 0
8 0
8 0
12 0
locus NW_006804587.1:1075383
13 0
6 0
13 0
6 0
4 0
7 0
9 0
6 6
12 0
6 0
9 0
7 0
12 0
locus NW_006804587.1:1156240
14 0
15 0
18 0
10 0
7 0
20 0
10 1
10 0
14 0
4 0
4 0
17 0
11 0
locus NW_006804589.1:863968
13 0
7 0
17 0
6 0
5 0
37 0
6 0
10 0
6 0
7 0
4 0
11 0
16 0
locus NW_006804590.1:1061589
18 0
12 0
13 0
13 0
16 0
27 0
7 1
14 0
10 0
7 0
6 1
12 0
4 0
locus NW_006804591.1:643375
6 0
14 0
13 0
5 0
7 0
26 0
5 0
9 0
9 5
4 0
4 0
9 0
9 0
locus NW_006804592.1:522
32 4
41 6
58 17
16 5
44 5
94 28
43 11
72 25
36 3
10 2
14 5
51 3
47 3
locus NW_006804592.1:1196
2 14
1 19
2 31
0 7
3 18
5 29
1 20
4 60
2 14
1 9
0 8
3 11
3 29
locus NW_006804592.1:21602
35 1
18 4
52 1
21 0
63 5
31 0
39 1
49 0
9 0
12 0
16 0
9 1
21 0
locus NW_006804592.1:29338
1 30
1 47
5 65
0 33
10 32
6 65
1 22
8 54
0 45
0 19
3 14
1 32
2 63
locus NW_006804592.1:32526
15 2
13 1
24 0
10 0
23 0
12 0
9 0
21 0
5 0
4 0
6 0
4 0
19 0
locus NW_006804592.1:32938
21 10
8 15
34 19
15 4
29 6
15 2
4 0
22 0
6 5
14 2
6 0
8 3
37 2
locus NW_006804592.1:41894
39 2
43 8
56 2
15 3
37 3
56 2
26 2
60 5
34 5
12 0
25 2
21 4
68 7
locus NW_006804592.1:42240
3 81
16 61
3 83
2 26
7 59
16 69
10 33
13 74
11 44
2 21
1 33
8 34
22 84
locus NW_006804594.1:638941
11 0
16 0
13 0
10 0
7 0
22 0
11 0
12 0
17 0
5 0
4 0
24 0
9 0
locus NW_006804597.1:880595
17 0
21 0
9 1
5 0
5 0
8 0
4 0
8 0
12 0
4 0
4 0
7 0
13 0
locus NW_006804600.1:371655
14 0
20 0
13 0
5 3
9 0
9 13
3 5
0 14
7 0
6 0
5 0
9 0
9 0
locus NW_006804604.1:72725
7 0
21 0
10 0
4 0
11 0
18 0
9 0
22 0
14 0
7 0
4 0
6 0
11 0
locus NW_006804611.1:241020
10 0
8 0
11 0
4 0
11 0
11 0
9 0
7 0
15 0
7 0
6 0
13 0
11 0
locus NW_006804612.1:711614
13 1
12 0
14 0
4 0
9 0
32 0
9 0
13 0
21 0
11 0
5 0
5 0
12 0
locus NW_006804614.1:1089526
12 0
11 0
21 0
5 0
5 0
29 0
6 0
6 0
10 0
7 0
4 0
11 0
8 0
locus NW_006804615.1:951836
6 2
18 0
22 0
5 0
10 0
8 0
11 0
11 0
12 0
5 0
5 0
8 0
10 2
locus NW_006804617.1:864573
4 0
9 0
18 0
14 0
14 0
25 0
5 0
14 0
13 0
5 0
7 0
11 0
6 0
locus NW_006804620.1:550
63 0
117 59
184 0
60 0
30 7
137 0
73 7
112 0
120 15
56 0
43 0
41 15
168 0
locus NW_006804620.1:986
38 0
85 0
80 0
23 0
31 0
55 0
39 0
44 0
74 3
21 0
19 0
44 0
113 0
locus NW_006804620.1:62059
10 0
15 0
20 0
12 0
15 0
16 0
10 0
14 0
10 0
6 0
8 0
13 0
8 0
locus NW_006804625.1:1003429
13 0
20 1
15 1
10 0
10 0
22 0
7 0
18 0
7 0
5 0
6 0
8 0
11 0
locus NW_006804629.1:760122
5 0
15 0
16 0
3 2
8 0
13 0
16 0
0 11
9 0
4 0
4 0
10 0
8 0
locus NW_006804633.1:221394
10 13
11 12
7 11
5 3
4 6
15 21
6 4
7 8
12 9
5 2
7 5
8 11
6 7
locus NW_006804635.1:1194487
6 0
7 8
6 0
8 2
7 2
13 10
5 1
10 6
13 9
6 4
6 0
5 6
10 3
locus NW_006804637.1:170945
6 8
12 3
14 12
4 10
8 10
14 10
5 4
7 9
6 4
2 4
1 5
11 11
11 6
locus NW_006804637.1:833673
8 0
22 0
29 0
22 0
11 0
40 0
15 0
22 0
5 0
7 3
4 0
21 0
7 8
locus NW_006804650.1:169
13 0
24 0
23 0
10 0
14 0
23 0
10 0
15 0
15 0
6 0
7 0
17 0
14 0
locus NW_006804650.1:501571
30 0
31 0
40 0
23 0
20 0
32 0
17 0
29 0
20 0
9 0
13 0
18 0
20 0
locus NW_006804654.1:19712
18 0
17 0
30 0
12 0
18 0
29 0
8 0
18 0
33 0
7 0
5 0
16 0
21 0
locus NW_006804654.1:250393
8 0
0 10
0 16
6 0
8 0
30 0
10 0
14 0
5 0
4 0
4 0
12 0
5 0
locus NW_006804655.1:792676
7 0
14 0
5 0
13 0
9 0
27 0
4 0
15 0
8 0
4 0
5 1
6 0
16 0
locus NW_006804659.1:817473
9 0
8 0
12 0
9 0
5 0
20 0
6 0
12 0
8 0
5 0
5 0
13 0
8 0
locus NW_006804663.1:141077
8 0
8 0
14 0
9 0
7 0
36 0
15 0
14 0
7 0
5 0
7 0
11 0
6 0
locus NW_006804667.1:990692
15 0
25 0
9 0
3 4
6 9
23 0
14 0
10 1
7 0
4 0
4 0
12 0
6 0
locus NW_006804669.1:523409
8 0
13 0
12 0
11 0
8 0
17 0
5 0
14 0
14 0
4 0
5 0
7 0
7 0
locus NW_006804670.1:89601
11 0
19 0
13 0
4 0
9 0
16 0
11 0
7 0
4 0
4 0
5 0
12 0
11 0
locus NW_006804683.1:681511
10 0
15 0
15 0
6 0
7 0
24 0
11 0
7 0
9 0
7 0
5 0
7 0
7 1
locus NW_006804686.1:647645
7 0
10 0
20 0
5 0
4 0
14 0
6 0
7 0
9 0
3 1
6 0
6 0
14 0
locus NW_006804688.1:410733
5 0
21 0
7 0
8 0
5 0
20 0
5 0
7 0
20 0
4 0
5 0
9 0
20 0
locus NW_006804693.1:597179
14 0
27 0
12 0
12 0
8 0
23 0
12 0
10 0
18 0
5 0
4 0
9 0
21 0
locus NW_006804699.1:936429
19 3
23 6
9 4
7 3
3 3
15 5
10 7
12 6
16 0
6 1
8 1
10 2
17 7
locus NW_006804703.1:627691
21 0
11 0
10 0
7 0
7 0
26 0
6 0
6 0
8 0
6 1
4 0
17 0
16 0
locus NW_006804707.1:164628
12 0
10 0
7 0
5 0
5 0
17 0
4 0
11 0
10 0
6 0
5 0
12 0
10 0
locus NW_006804707.1:303579
11 0
22 0
28 0
4 0
4 0
15 0
7 0
13 0
12 0
6 0
1 6
13 0
5 0
locus NW_006804707.1:396597
0 28
12 3
0 13
0 11
0 6
0 11
0 4
1 17
18 0
0 4
0 4
10 0
0 18
locus NW_006804711.1:905952
13 0
67 0
65 0
15 0
22 0
44 0
18 0
36 0
46 0
18 0
19 0
65 0
74 0
